"ProviderName","Address","PhoneNumber","stLevel","cityLevel","zip","country","city","state","stateAbb","county","lat","lon","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP","dupeLocation"
"Pioneer Urgent Care Llc","160 12th Street  Elko, NV   ZIP 89801","(775) 738-2034","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-elko-nevada","89801","US","Elko","Nevada","NV","Elko",40.9056,-115.5344,"Elko County","NV",32007,"H1",FALSE
"Concentra Urgent Care - Brooks Las Vegas North","151 West Brooks Avenue  North Las Vegas, NV   ZIP 89030","(702) 399-6545","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-north-las-vegas-nevada","89030","US","North Las Vegas","Nevada","NV","Clark",36.2115,-115.1241,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","3020 West Ann Road  North Las Vegas, NV   ZIP 89031","(702) 701-9501","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-north-las-vegas-nevada","89031","US","North Las Vegas","Nevada","NV","Clark",36.2589,-115.1718,"Clark County","NV",32003,"H1",FALSE
"Urgent Care Extra","2202 West Craig Road  North Las Vegas, NV   ZIP 89032","(702) 826-3200","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-north-las-vegas-nevada","89032","US","North Las Vegas","Nevada","NV","Clark",36.218,-115.1709,"Clark County","NV",32003,"H1",FALSE
"Barton Urgent Care Family Practice","155 U.S. 50  Stateline, NV   ZIP 89449","(775) 589-8900","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-stateline-nevada","89449","US","Stateline","Nevada","NV","Douglas",38.9643,-119.9068,"Douglas County","NV",32005,"H1",FALSE
"Barton Urgent Care","155 U.S. 50 #100  Stateline, NV   ZIP 89449","(775) 589-8900","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-stateline-nevada","89449","US","Stateline","Nevada","NV","Douglas",38.9643,-119.9068,"Douglas County","NV",32005,"H1",FALSE
"Renown Health Urgent Care - Fallon","560 East Williams Avenue  Fallon, NV   ZIP 89406","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-fallon-nevada","89406","US","Fallon","Nevada","NV","Churchill",39.4703,-118.7861,"Churchill County","NV",32001,"H1",FALSE
"Renown Health Urgent Care - Fallon","560 East Williams Avenue  Fallon, NV   ZIP 89406","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-fallon-nevada","89406","US","Fallon","Nevada","NV","Churchill",39.4703,-118.7861,"Lyon County","NV",32019,"H1",TRUE
"Renown Health Urgent Care - Fernley","1343 W Newlands Dr, Fernley, NV 89408, United States  Fernley, NV   ZIP 89408","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-fernley-nevada","89408","US","Fernley","Nevada","NV","Lyon",39.6019,-119.235,"Churchill County","NV",32001,"H1",FALSE
"Renown Health Urgent Care - Fernley","1343 W Newlands Dr, Fernley, NV 89408, United States  Fernley, NV   ZIP 89408","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-fernley-nevada","89408","US","Fernley","Nevada","NV","Lyon",39.6019,-119.235,"Lyon County","NV",32019,"H1",TRUE
"Incline Village Urgent Care Lake","930 Tahoe Boulevard #207  Incline Village, NV   ZIP 89451","(775) 833-2929","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-incline-village-nevada","89451","US","Incline Village","Nevada","NV","Washoe",39.2564,-119.9521,"Washoe County","NV",32031,"H1",FALSE
"Renown Health Urgent Care - Silver Springs","3595 U.S. 50  Silver Springs, NV   ZIP 89429","(775) 982-5000","https://urgentcarelist.com/directory/state-nv-nevada","https://urgentcarelist.com/directory/urgent-care-in-silver-springs-nevada","89429","US","Silver Springs","Nevada","NV","Lyon",39.38,-119.2705,"Lyon County","NV",32019,"H1",FALSE
"Urgent Care","5 Washington Place  Bedford, NH   ZIP 03110","(603) 314-4567","https://urgentcarelist.com/directory/state-nh-new-hampshire","https://urgentcarelist.com/directory/urgent-care-in-bedford-new-hampshire","03110","US","Bedford","New Hampshire","NH","Hillsborough",42.9403,-71.5213,"Hillsborough County","NH",33011,"H1",FALSE
"Concentra Urgent Care - Concord","1 Pillsbury Street  Concord, NH   ZIP 03301","(603) 223-2300","https://urgentcarelist.com/directory/state-nh-new-hampshire","https://urgentcarelist.com/directory/urgent-care-in-concord-new-hampshire","03301","US","Concord","New Hampshire","NH","Merrimack",43.2185,-71.5277,"Merrimack County","NH",33013,"H1",FALSE
"Concentra Urgent Care - Manchester","1279 South Willow Street  Manchester, NH   ZIP 03103","(603) 644-3330","https://urgentcarelist.com/directory/state-nh-new-hampshire","https://urgentcarelist.com/directory/urgent-care-in-manchester-new-hampshire","03103","US","Manchester","New Hampshire","NH","Hillsborough",42.9656,-71.4493,"Hillsborough County","NH",33011,"H1",FALSE
"Concentra Urgent Care - Manchester","1279 South Willow Street  Manchester, NH   ZIP 03103","(603) 644-3330","https://urgentcarelist.com/directory/state-nh-new-hampshire","https://urgentcarelist.com/directory/urgent-care-in-manchester-new-hampshire","03103","US","Manchester","New Hampshire","NH","Hillsborough",42.9656,-71.4493,"Rockingham County","NH",33015,"H1",TRUE
"Concentra Urgent Care - Nashua","14 Broad Street  Nashua, NH   ZIP 03064","(603) 889-2354","https://urgentcarelist.com/directory/state-nh-new-hampshire","https://urgentcarelist.com/directory/urgent-care-in-nashua-new-hampshire","03064","US","Nashua","New Hampshire","NH","Hillsborough",42.779,-71.4748,"Hillsborough County","NH",33011,"H1",FALSE
"Parkland Urgent Care at Salem","31 Stiles Road #1100  Salem, NH   ZIP 03079","(603) 890-2727","https://urgentcarelist.com/directory/state-nh-new-hampshire","https://urgentcarelist.com/directory/urgent-care-in-salem-new-hampshire","03079","US","Salem","New Hampshire","NH","Rockingham",42.7846,-71.2176,"Rockingham County","NH",33015,"H1",FALSE
"Concentra Urgent Care - Cherry Hill","800 Haddonfield Road  Cherry Hill, NJ   ZIP 08034","(856) 663-7690","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-cherry-hill-new-jersey","08034","US","Cherry Hill","New Jersey","NJ","Camden",39.9074,-75.0008,"Camden County","NJ",34007,"H1",FALSE
"Cooper Urgent Care Center","2001 New Jersey 70 (East)  Cherry Hill, NJ   ZIP 08003","(856) 874-0134","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-cherry-hill-new-jersey","08003","US","Cherry Hill","New Jersey","NJ","Camden",39.8805,-74.9706,"Camden County","NJ",34007,"H1",FALSE
"LOURDES URGENT CARE","1 Brace Road  Cherry Hill, NJ   ZIP 08034","(856) 470-9230","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-cherry-hill-new-jersey","08034","US","Cherry Hill","New Jersey","NJ","Camden",39.9074,-75.0008,"Camden County","NJ",34007,"H1",FALSE
"MedExpress Urgent Care - Cherry Hill","2322 New Jersey 38  Cherry Hill, NJ   ZIP 08002","(856) 779-0783","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-cherry-hill-new-jersey","08002","US","Cherry Hill","New Jersey","NJ","Camden",39.9308,-75.0175,"Camden County","NJ",34007,"H1",FALSE
"Premier Urgent Care","1601 Kings Highway North  Cherry Hill, NJ   ZIP 08034","(856) 433-6200","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-cherry-hill-new-jersey","08034","US","Cherry Hill","New Jersey","NJ","Camden",39.9074,-75.0008,"Camden County","NJ",34007,"H1",FALSE
"Concentra Urgent Care - Edison","135 Raritan Center Parkway  Edison, NJ   ZIP 08837","(732) 225-5454","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-edison-new-jersey","08837","US","Edison","New Jersey","NJ","Middlesex",40.5325,-74.3375,"Middlesex County","NJ",34023,"H1",FALSE
"First Health Urgent Care","10 Parsonage Road  Edison, NJ   ZIP 08837","(732) 726-0011","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-edison-new-jersey","08837","US","Edison","New Jersey","NJ","Middlesex",40.5325,-74.3375,"Middlesex County","NJ",34023,"H1",FALSE
"Medical Pavilion at Woodbridge First Health Urgent Care Center","10 Parsonage Road  Edison, NJ   ZIP 08837","(732) 726-0011","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-edison-new-jersey","08837","US","Edison","New Jersey","NJ","Middlesex",40.5325,-74.3375,"Middlesex County","NJ",34023,"H1",TRUE
"Urgent Care of NJ","2090 New Jersey 27  Edison, NJ   ZIP 08817","(732) 662-5650","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-edison-new-jersey","08817","US","Edison","New Jersey","NJ","Middlesex",40.5171,-74.3973,"Middlesex County","NJ",34023,"H1",FALSE
"Brunswick Urgent Care","641 New Jersey 18  East Brunswick, NJ   ZIP 08816","","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-east-brunswick-new-jersey","08816","US","East Brunswick","New Jersey","NJ","Middlesex",40.4284,-74.4064,"Middlesex County","NJ",34023,"H1",FALSE
"Brunswick Urgent Care PA","641 New Jersey 18  East Brunswick, NJ   ZIP 08816","(732) 955-6765","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-east-brunswick-new-jersey","08816","US","East Brunswick","New Jersey","NJ","Middlesex",40.4284,-74.4064,"Middlesex County","NJ",34023,"H1",TRUE
"MedExpress Urgent Care - East Brunswick","418 New Jersey 18  East Brunswick, NJ   ZIP 08816","(732) 613-6168","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-east-brunswick-new-jersey","08816","US","East Brunswick","New Jersey","NJ","Middlesex",40.4284,-74.4064,"Middlesex County","NJ",34023,"H1",FALSE
"Concentra Urgent Care - Mt. Laurel","817 East Gate Drive ##102  Mount Laurel, NJ   ZIP 08054","(856) 778-1090","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-mount-laurel-new-jersey","08054","US","Mount Laurel","New Jersey","NJ","Burlington",39.9478,-74.9036,"Burlington County","NJ",34005,"H1",FALSE
"Cross Keys Urgent Care","3131 New Jersey 38  Mount Laurel, NJ   ZIP 08054","(856) 866-8700","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-mount-laurel-new-jersey","08054","US","Mount Laurel","New Jersey","NJ","Burlington",39.9478,-74.9036,"Burlington County","NJ",34005,"H1",FALSE
"Mount Laurel Urgent Care","3131 New Jersey 38  Mount Laurel, NJ   ZIP 08054","(856) 866-8700","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-mount-laurel-new-jersey","08054","US","Mount Laurel","New Jersey","NJ","Burlington",39.9478,-74.9036,"Burlington County","NJ",34005,"H1",TRUE
"eMedical Offices - Urgent Care","369 Springfield Avenue  Berkeley Heights, NJ   ZIP 07922","(908) 464-6700","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-berkeley-heights-new-jersey","07922","US","Berkeley Heights","New Jersey","NJ","Union",40.6752,-74.4346,"Somerset County","NJ",34035,"H1",FALSE
"eMedical Offices - Urgent Care","369 Springfield Avenue  Berkeley Heights, NJ   ZIP 07922","(908) 464-6700","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-berkeley-heights-new-jersey","07922","US","Berkeley Heights","New Jersey","NJ","Union",40.6752,-74.4346,"Union County","NJ",34039,"H1",TRUE
"Urgent Care Center","1 Diamond Hill Road  Berkeley Heights, NJ   ZIP 07922","(908) 277-8880","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-berkeley-heights-new-jersey","07922","US","Berkeley Heights","New Jersey","NJ","Union",40.6752,-74.4346,"Somerset County","NJ",34035,"H1",FALSE
"Urgent Care Center","1 Diamond Hill Road  Berkeley Heights, NJ   ZIP 07922","(908) 277-8880","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-berkeley-heights-new-jersey","07922","US","Berkeley Heights","New Jersey","NJ","Union",40.6752,-74.4346,"Union County","NJ",34039,"H1",TRUE
"MedExpress Urgent Care - Cinnaminson","1210 U.S. 130 North, Cinnaminson, NJ 08077, United States  Cinnaminson, NJ   ZIP 08077","(856) 829-0407","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-cinnaminson-new-jersey","08077","US","Riverton","New Jersey","NJ","Burlington",40.002,-74.9952,"Burlington County","NJ",34005,"H1",FALSE
"Premier Urgent Care","195 U.S. 130 #175t  Cinnaminson, NJ   ZIP 08077","(856) 735-6700","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-cinnaminson-new-jersey","08077","US","Riverton","New Jersey","NJ","Burlington",40.002,-74.9952,"Burlington County","NJ",34005,"H1",FALSE
"Clifton Urgent Care Center","1117 U.S. 46  Clifton, NJ   ZIP 07013","(973) 779-4242","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-clifton-new-jersey","07013","US","Clifton","New Jersey","NJ","Passaic",40.8693,-74.1711,"Passaic County","NJ",34031,"H1",FALSE
"Concentra Urgent Care - Clifton","283 Piaget Avenue  Clifton, NJ   ZIP 07011","(973) 772-3930","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-clifton-new-jersey","07011","US","Clifton","New Jersey","NJ","Passaic",40.8789,-74.1425,"Passaic County","NJ",34031,"H1",FALSE
"AtlantiCare Urgent Care Center - Egg Harbor Township","2500 English Creek Avenue #909  Egg Harbor Township, NJ   ZIP 08234","(609) 407-2273","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-egg-harbor-township-new-jersey","08234","US","Egg Harbor Township","New Jersey","NJ","Atlantic",39.3741,-74.6118,"Atlantic County","NJ",34001,"H1",FALSE
"Atlanticare Urgent Care Center","2500 English Creek Avenue #909  Egg Harbor Township, NJ   ZIP 08234","(609) 407-2273","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-egg-harbor-township-new-jersey","08234","US","Egg Harbor Township","New Jersey","NJ","Atlantic",39.3741,-74.6118,"Atlantic County","NJ",34001,"H1",TRUE
"Bayway Medical Center - Urgent Care","638 Bayway  Elizabeth, NJ   ZIP 07202","(908) 994-1900","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-elizabeth-new-jersey","07202","US","Elizabeth","New Jersey","NJ","Union",40.6565,-74.2215,"Union County","NJ",34039,"H1",FALSE
"Concentra Urgent Care - Elizabeth","595 Division Street  Elizabeth, NJ   ZIP 07201","(908) 289-5646","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-elizabeth-new-jersey","07201","US","Elizabeth","New Jersey","NJ","Union",40.6717,-74.2043,"Essex County","NJ",34013,"H1",FALSE
"Concentra Urgent Care - Elizabeth","595 Division Street  Elizabeth, NJ   ZIP 07201","(908) 289-5646","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-elizabeth-new-jersey","07201","US","Elizabeth","New Jersey","NJ","Union",40.6717,-74.2043,"Union County","NJ",34039,"H1",TRUE
"First Med of NJ - Urgent Care Center in fort lee","1640 Schlosser Street #3  Fort Lee, NJ   ZIP 07024","(201) 808-8600","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-fort-lee-new-jersey","07024","US","Fort Lee","New Jersey","NJ","Bergen",40.8503,-73.9745,"Bergen County","NJ",34003,"H1",FALSE
"Prompt Med Urgent Care","185 Bridge Plaza North  Fort Lee, NJ   ZIP 07024","(201) 947-8282","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-fort-lee-new-jersey","07024","US","Fort Lee","New Jersey","NJ","Bergen",40.8503,-73.9745,"Bergen County","NJ",34003,"H1",FALSE
"Concentra Urgent Care - South Plainfield","116 Corporate Boulevard  South Plainfield, NJ   ZIP 07080","(908) 757-1424","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-south-plainfield-new-jersey","07080","US","South Plainfield","New Jersey","NJ","Middlesex",40.5839,-74.4147,"Middlesex County","NJ",34023,"H1",FALSE
"Concentra Urgent Care - South Plainfield","116 Corporate Boulevard  South Plainfield, NJ   ZIP 07080","(908) 757-1424","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-south-plainfield-new-jersey","07080","US","South Plainfield","New Jersey","NJ","Middlesex",40.5839,-74.4147,"Union County","NJ",34039,"H1",TRUE
"Doctors Express Urgent Care","907 Oak Tree Avenue  South Plainfield, NJ   ZIP 07080","(908) 222-3500","https://urgentcarelist.com/directory/state-nj-new-jersey","https://urgentcarelist.com/directory/urgent-care-in-south-plainfield-new-jersey","07080","US","South Plainfield","New Jersey","NJ","Middlesex",40.5839,-74.4147,"Middlesex County","NJ",34023,"H1",FALSE
